Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,ActivityLabel
68728,-9.35,-1.77,-0.40,-0.05,-0.00,0.00,standing
68748,-9.45,-1.80,-0.34,-0.06,-0.01,0.00,standing
68768,-9.31,-1.80,-0.33,-0.05,-0.01,0.00,standing
68788,-9.30,-1.82,-0.33,-0.06,-0.00,-0.00,standing
68808,-9.26,-1.81,-0.30,-0.06,0.00,0.00,standing
68828,-9.35,-1.83,-0.33,-0.05,-0.00,0.00,standing
68848,-9.37,-1.85,-0.41,-0.04,0.00,-0.00,standing
68868,-9.39,-1.79,-0.32,-0.05,0.00,0.00,standing
68888,-9.38,-1.86,-0.33,-0.04,-0.01,0.00,standing
68908,-9.26,-1.85,-0.39,-0.03,-0.01,0.00,standing
68928,-9.37,-1.81,-0.35,-0.03,-0.00,-0.00,standing
68948,-9.36,-1.79,-0.35,-0.03,-0.00,0.00,standing
68968,-9.41,-1.77,-0.35,-0.02,-0.00,-0.01,standing
68988,-9.40,-1.83,-0.36,-0.03,-0.01,0.00,standing
69008,-9.37,-1.92,-0.34,-0.03,-0.01,0.00,standing
69027,-9.36,-1.90,-0.35,-0.02,-0.00,0.01,standing
69054,-9.40,-1.82,-0.39,-0.01,0.00,0.00,standing
69074,-9.29,-1.77,-0.32,-0.01,-0.00,-0.00,standing
69094,-9.39,-1.83,-0.38,-0.02,0.00,-0.00,standing
69114,-9.40,-1.85,-0.49,-0.03,0.00,0.00,standing
69134,-9.39,-1.81,-0.33,-0.03,0.00,-0.00,standing
69154,-9.30,-1.87,-0.31,-0.02,-0.01,-0.01,standing
69174,-9.33,-1.87,-0.27,-0.02,0.01,-0.01,standing
69194,-9.40,-1.88,-0.46,-0.02,0.02,-0.00,standing
69214,-9.36,-1.88,-0.37,-0.02,0.01,-0.00,standing
69234,-9.39,-1.80,-0.35,-0.02,0.00,-0.01,standing
69254,-9.27,-1.85,-0.31,-0.03,-0.00,-0.00,standing
69274,-9.33,-1.88,-0.41,-0.02,0.01,-0.01,standing
69294,-9.34,-1.88,-0.32,-0.03,0.01,-0.00,standing
69314,-9.35,-1.79,-0.30,-0.01,0.01,-0.01,standing
69334,-9.36,-1.87,-0.29,-0.03,0.02,0.00,standing
69354,-9.42,-1.81,-0.41,-0.04,0.02,0.00,standing
69374,-9.38,-1.78,-0.42,-0.03,0.01,0.00,standing
69394,-9.33,-1.84,-0.34,-0.05,0.01,0.01,standing
69414,-9.34,-1.83,-0.37,-0.03,0.01,-0.00,standing
69434,-9.38,-1.90,-0.39,-0.05,0.02,0.00,standing
69454,-9.35,-1.88,-0.45,-0.04,0.01,-0.00,standing
69474,-9.37,-1.83,-0.35,-0.03,0.02,-0.00,standing
69494,-9.39,-1.85,-0.42,-0.04,0.02,-0.00,standing
69514,-9.33,-1.83,-0.41,-0.03,0.00,-0.00,standing
69534,-9.39,-1.87,-0.50,-0.04,0.00,0.00,standing
69554,-9.32,-1.85,-0.45,-0.06,0.00,0.01,standing
69578,-9.33,-1.86,-0.44,-0.05,0.01,-0.00,standing
69598,-9.33,-1.90,-0.31,-0.05,0.01,-0.00,standing
69618,-9.37,-1.84,-0.36,-0.04,0.01,-0.00,standing
69638,-9.36,-1.85,-0.43,-0.05,0.00,0.00,standing
69658,-9.42,-1.87,-0.44,-0.05,0.01,-0.00,standing
69678,-9.38,-1.90,-0.41,-0.06,0.01,0.01,standing
69698,-9.33,-1.93,-0.42,-0.04,-0.00,-0.00,standing
69718,-9.34,-1.92,-0.46,-0.05,0.01,0.00,standing
69738,-9.31,-1.84,-0.48,-0.04,0.01,0.00,standing
69758,-9.26,-1.94,-0.38,-0.05,0.02,0.00,standing
69778,-9.30,-1.91,-0.42,-0.04,0.02,0.00,standing
69798,-9.32,-1.89,-0.40,-0.03,0.01,-0.01,standing
69818,-9.47,-1.85,-0.37,-0.04,0.00,-0.01,standing
69838,-9.32,-1.87,-0.45,-0.06,0.01,0.00,standing
69858,-9.36,-1.91,-0.39,-0.04,0.02,-0.01,standing
69878,-9.39,-1.85,-0.42,-0.04,0.00,-0.01,standing
69898,-9.31,-1.90,-0.39,-0.04,-0.01,-0.00,standing
69918,-9.29,-1.98,-0.45,-0.04,0.01,-0.00,standing
69938,-9.33,-1.89,-0.42,-0.04,0.01,0.01,standing
69958,-9.35,-1.99,-0.46,-0.03,0.01,0.00,standing
69978,-9.34,-1.91,-0.52,-0.04,0.01,0.00,standing
